k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__hathewayi	2250345
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__	815422	2822804	815356	1131759	222343
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	344154	4435664	348027	4212012	4376964	328617	584541	183870	1749791	4381755	182967	182886	196596	197924	3181657	3327894	589071	2383341	181953	572476	4250634	189938	198530	4411130	4029584	2066505	4402960	4401375	2876801	1736067	1076629	1889556	350277	197490	3856406	4390211	197072	4447188	1733364	198706	362997	162684	2564646	2283111	196664	4371046
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__coli	656881	114510
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	1124194	177161	4374194	717978	4452219	4451400	2733439	4400159	707087	4478898	3145564	36004	190766	199694	132114	199568	562728	290974	1127537	334222	140091	1113307	327629	179930	671497	3646433	1124627	95300	847142	104154	664467	4396244	4411108	296837	4357657	779527	4355364	4320643	278640	166896	314402	631218	585365	177051	197807	777927	783808	275472	986513	1131503	3168623	319981	4448061	4074529	1055222	3716793	4467135	823920	345397	821916	218549	637199	3041208	543895	4400691	3641384	1140978	4418245	16138	183534	173715	178657	569073	762190	16164	256251	574742	580518	822384	3931537	223000	811589	335564	343663	1838560	511006	79436	178584	148044	221124	878843	353173	824055	327298	254651	2328237	1796774	587789	4342297	4450258	310954	4355695	2094567	331537	517890	239771	4435926	300594	1105696	4009970	300497	558387	520369	593302	582154	224110	4460263	3438268	1140421	298776	559557	363389	3879697	4420852	218248	1148153	306035	3876673	4465124	174688	4434024	2773831	329360	349144	1058815	263036	992327	222214	217875	542995	81682	1133341	584767	171367	296420	550225	214409	508984	4321088	65412	24217	571847	300250	2349459	317869	1136403	622303	292299	275556	4398051	652820	2840201	114599	353470	2055059	316267	530061	754703	1115481	4426769	309030	3016540	236740	60611	316964	333465	297379	301449	4450534	4364968	314053	290251	90396	4419504	2008096	1620989	1105928	1131000	2716602	364085	137816	99206	605664	563796	2092172	4229176	4415750	2945418	2950552	1846390	196632	317533	310284	248695	529491	514825	4467050	1110668	2517611	22115	295343	4449409	838401	4434454	4391432	98939	4463295	97301	249129	252720	178370	4460833	305869	340111	1134603	4410299	4458038	584517	4363246	4392041	3113339	1118047	4421619	105538	4381471	1142329	293937	4372980	341912	333050	4299394	727450	322130	4394308	1063126	16114	1105343	4309137	4427090	181849	141385	535323	74480	74679	3483093	2403236	4428434	111154	4319576	509371	4466385	4332923	317211	320863	108500	323115	310354	555882	1135394	302631	833431	321122	293470	186289	296900	829456	572576	320957	551963	4419388	36705	192893	2792258	4377809	302257	832846	94261	3434021	815571	338702	4463765	3734844	4295877	549161	315382	520726	225687	751490	522840	233716	4308496	325443	4295480	199034	2917808	810936	278629	2390604	239863	4452146	102184	311306	174497	354540	702681	2971192	3264213	289992	4036272	330714	226626	305288	341078	354798	4352349	317288	114917	180328	152453	757903	4336516	1965636	4404326	334864	4122608	1763287	220242	334592	276491	4326080	104893	940592	4331121	4405515	559286	187668	308665	308696	4386593	563668	1139140	345411	306413	70302	4357658	1118166	350153	350668	1596739	343679	354054	1047886	16121	1937177	302614	1009427	533504	109616	333348	4430043	354563	81208	337030	578908	16159	1636411	4313858	1870447	593925	138271	1121582	820612	547156	786116	300225	555688	297378	309658	587252	515511	300487	4384113	4418690	345282	4355334	1126584	309894	303990	242157	342350	352427	4483035	300512	260303	4423008	1585090	1127530	329073	245625	568536	571639	192377	714794	735222	563768	344288	1129934	3438276	296040	1632389	338273	4361049	199388	45074	593216	315220	4320574	295978	171906	53929	4364416	837039	3890930	4479802	245329	4463040	1129865	4448928	818777	688831	97792	744835	102321	794487	103699	101967	16185	4404372	151902	547395	4448097	329895	4337776	114585	4473033	2167419	4360776	296188	4432520	248489	1128945	114950	742309	3892768	249936	318332	335568	668499	4059528	366781	238697	625671	271116	297095	4452700	4459634	234031	4452842	4435255	3799792	1112027	2702263	175234	332731	60609	4374928	2112530	300829	106141	2869166	357529	1122149	554797	4295873	3926870	259220	69664	224769	4352244	549355	259603	3935337	1130771	235424	26704	174516	3874742	3105082	221617	320526	2670715	4449709	1855954	762854	591223	3892774	225316	799573	16186	341023	3759020	541276	42636	4438947	3811416	933007	4369287	252144	904668	1106323	293824	311207	2263183	350467	218257	545324	4381111	150472	340502	4296612	110319	523078	1127323	307646	4316042	97568	255339	560705	4193309	804119	3156619	309301	301816	3195854	2296373	70947	349695	562096	553253	542034	180403	344080	4298398	104466	302632	176470	4458041	2217385	327350	4343196	889125	314480	186389	4445673	180674	590008	215963	104248	555562	332292	1632380	308337	838429	541432	3538707	586263	4314124	193831	326991	514242	555553	16115	2850749	534780	4452634	309099	1043082	27881	224105	193894	581463	640693	558420	103132	328083	585869	164182	297093	429862	4456143	4300917	292257	576965	317892	3552067	325268	216349	321963	315683	295330	75821	1106362	2273298	741139	2841538	261251	4369255	3145540	590450	4452632	540856	693877	2077440	100140	4295798	225132	4472321	766351	561587	213313	4401045	307204	316571	4444956	312874	4468739	1133954	306412	4451482	195143	202934	4353660	2397260	4413539	253066	324315	540546	106334	592317	317847	575988	1733342	4401902	546619	1015028	181160	1123615	4481344	4413223	143573	4380971	791998	1142534	4475399	167821	274177	234912	271289	529116	353862	4362545	294429
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__	484304	69933	813479	132041	652696	553611	4376828	1136109	362214	3528448	4407603	824876	831342	102049	1142029	4426299	567846	825808	639310	295384	4335781	292521	997439	4413347	822770	4308688	471180
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	358757	587822	363731	548475	575407	192963	181007	180127	2816368	593043	336632	331760	4306262	179814	359105	260554	899714	180110	185186	179166	361853	4417185	174337	588471	577568	966981	273232	178331	359376	182176	357092	193829	182771	360750	234298
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__	311961	315223	1983368	4342104	367814
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques	4390966	2305624	4364464	4381338	4417947	148987	360703	1793626	175474	4340036	583398	3366133	1721299	4481629	370361
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Edwardsiella; s__	367809	788593
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Providencia; s__	10212	1129328	4484466	825989	609704	1122622	4345333	300729	550960	592303	4311115	234148	2654261	10211
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__cancerogenus	3015662
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	288955	180227	253380	288941	167187	297733	348622	178332	4396073	3767933	4412863	4374204	4008139	517797	4449427	196508	4433417	300405	174383	182889	269327	4438078	298557	305329	290468	193876	294353	291784	185834	4341683	2256432	179151	4422656	318446	4374302	3244671	4354582	337252	189396	3458757	320468	130103	181871	313086	293600	181600	339834	3221787	3392840	310608	187812	1109297	322137	323794	196660	363064	564188	332500	1557179	305313	1109860	188321	526982	302395	181167	369017	292216	179014	185988	839545	171718	1105552	2427521	659361	583500	290101	337735	4471245	353791	4351007	4346568	3998460	293869	834840	343047	190948	4366728	291426	230232	177758	2789595	301708	4436046	523542	3204945	183855	4311535	591399	191608	355154	307217	1856435	513405	3150722	196286	193509	4242681	320430	180577	4193466	593369	325098	301493	2957436	4480529	4342655	176980	180386	176877	185668	4395677	321253	177637	909065	4089776	510780	4225004	195081	181990	325384	303180	179865	4470603	511008	344114	175960	188527	578053	3172379	190185	589657	342110	4185337	653954	3185810	3301064	192071	187505	181233	4237152	179319	4421128	179563	290033	296010	167741	844359	2607212	513344	188818	195999	4373873	2548159	4437917	176956	290548	193444	4331357	265563	4411486	193364	193235	3096648	185692	724472	187338	297641	182656	197050	292073	166637	337550	3409363	340025	4324489	1877675	182653	293177	175050	2417189	3205714	2499530	180813	105411	182416	182305	2555599	4391326	297917	1109293	2545820	4354450	586019	333580	1601633	327642	1760821	4453343	349789	3222218	321610	4470430	4328199	515387	4464445	291387	77458	185281	3680006	294022	353688	1667433	297150	303444	310492	303006	192396	338926	278931	189667	197426	144395	196711	345846	4463030	527909	197867	4383093	364175	363321	4178726	400739	574290	325181	185603	3673770	4451907	4366525	2072274	310380	115049	178616	367535	197765	38415	3692427	592933	4363553	4357353	623471	258717	189559	196176	3794053	4424111	308338	4470810	2129166	180341	2354022	363232	300267	4476751	3981288	349343	2992128	297454	178206	175978	4390342	839200	4341680	264437	4449633	303037	577406	317646	343699	297182	45623	4288419	302553	24546	409686	357020
