Taxonomy	Even1	Even2	Even3
Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus;Ruminococcus torques 	0.0147	0.0147	0.0147
Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum;Subdoligranulum variabile 	0.0147	0.0147	0.0147
Firmicutes; Clostridia; Clostridiales; Veillonellaceae; Mitsuokella;Mitsuokella multacida 	0.0147	0.0147	0.0147
Firmicutes; Erysipelotrichi; Erysipelotrichales; Erysipelotrichaceae; Catenibacterium;Catenibacterium mitsuokai 	0.0294	0.0294	0.0294
Firmicutes; Erysipelotrichi; Erysipelotrichales; Erysipelotrichaceae; Holdemania;Holdemania filiformis 	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Citrobacter;Citrobacter sp	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Enterobacter;Enterobacter cancerogenus	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Edwardsiella;Edwardsiella tarda	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Proteus;Proteus penneri 	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Providencia;Providencia rettgeri	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Providencia;Providencia rustigianii	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Providencia;Providencia stuartii	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Providencia;Providencia alcalifaciens	0.0147	0.0147	0.0147
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Cedecea;Cedecea davisae	0.0147	0.0147	0.0147
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;Desulfitobacterium hafniense	0.0147	0.0147	0.0147
